,Opening Price,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Company,Date
139,29.4800,35.0000,28.0200,33.9400,25.4271,51942100,0.0000,AVGO,2012-01-31
140,29.8200,31.9400,27.3900,28.8600,21.6213,62337500,0.1200,AVGO,2011-12-30
141,32.6900,34.8600,28.1200,29.9200,22.3219,45753400,0.0000,AVGO,2011-11-30
142,32.7900,35.9700,30.8600,33.7700,25.1942,67058000,0.0000,AVGO,2011-10-31
143,33.0100,37.9900,30.2210,32.7700,24.4482,66255700,0.1100,AVGO,2011-09-30
144,34.0000,34.5000,26.4200,33.1100,24.6281,62049500,0.0000,AVGO,2011-08-31
145,38.2200,39.4500,32.4100,33.6300,25.0149,43717500,0.0000,AVGO,2011-07-29
146,33.8400,38.7000,32.1850,38.0000,28.2654,64971800,0.0900,AVGO,2011-06-30
147,33.7400,36.1800,31.4800,33.7900,25.0667,43831600,0.0000,AVGO,2011-05-31
148,31.5000,33.8200,29.9600,33.4600,24.8219,23891900,0.0000,AVGO,2011-04-29
149,32.2500,33.1495,28.2700,31.1000,23.0711,57320600,0.0800,AVGO,2011-03-31
150,28.9200,34.6000,28.6000,33.9900,25.1470,44762300,0.0000,AVGO,2011-02-28
151,28.7000,29.4400,26.9700,28.7100,21.2407,40137100,0.0000,AVGO,2011-01-31
152,26.4800,28.9400,24.4800,28.4125,21.0206,46933300,0.0700,AVGO,2010-12-31
153,24.5000,27.2500,23.7700,26.1100,19.2663,18904100,0.0000,AVGO,2010-11-30
154,22.6200,24.9500,21.5400,24.6800,18.2112,16815700,0.0000,AVGO,2010-10-29
155,20.3000,23.0000,18.4100,22.5100,16.6099,21650000,0.0000,AVGO,2010-09-30
156,21.9800,22.9300,19.2810,20.1500,14.8685,21443900,0.0000,AVGO,2010-08-31
157,21.3200,23.1300,20.5000,21.7600,16.0565,13538300,0.0000,AVGO,2010-07-30
158,20.6600,23.6940,20.3400,21.0600,15.5400,33439400,0.0000,AVGO,2010-06-30
159,20.6500,21.5500,18.3812,20.6500,15.2375,12498300,0.0000,AVGO,2010-05-28
160,20.6900,22.8800,19.6700,20.5100,15.1342,7824400,0.0000,AVGO,2010-04-30
161,18.7000,20.6800,18.1200,20.5625,15.1729,11100500,0.0000,AVGO,2010-03-31
162,17.3800,18.3900,16.5000,18.1500,13.3927,15168900,0.0000,AVGO,2010-02-26
163,18.3000,19.5500,16.8420,17.3800,12.8246,26906900,0.0000,AVGO,2010-01-29
164,15.9000,18.2900,15.3800,18.2900,13.4960,7546800,0.0000,AVGO,2009-12-31
165,15.1000,16.2100,14.3300,15.8600,11.7030,5093900,0.0000,AVGO,2009-11-30
166,17.0000,17.9500,14.7184,15.0000,11.0684,17123100,0.0000,AVGO,2009-10-30
167,18.2500,18.4400,15.8700,17.0700,12.5958,22171200,0.0000,AVGO,2009-09-30
